,plsnt,attnt,snst,aptit,polarity_intense
นักตกปลา,0.073,-0.02,0.0,0.0,0.031
รดน้ำ,-0.18,-0.07,0.0,-0.2,-0.103
ฟื้น,0.219,0.411,0.0,0.484,0.371
ขนส่ง,0.008,0.126,-0.085,0.234,0.094
วิทยาลัยเทคนิค,0.0,0.711,0.0,0.763,0.491
แกรนด์สแลม,0.749,0.0,0.0,0.952,0.567
วน,0.881,0.757,0.0,0.0,0.546
น่ารังเกียจ,-0.146,0.104,0.698,-0.693,-0.478
โมเมนตัม,0.997,0.0,0.0,0.972,0.656
กรงเหล็ก,0.0,0.0,0.995,-0.89,-0.628
ย้อน,0.371,0.438,-0.048,0.384,0.382
ทุเรียน,0.0,0.0,0.83,-0.93,-0.587
ข้อจำกัด,0.0,-0.91,0.0,0.739,0.55
อรูป,-0.53,0.0,0.637,-0.92,-0.696
ฟอสเฟต,-0.78,0.0,-0.99,0.0,-0.59
นักเคมี,0.711,0.0,0.0,0.0,0.237
ประหาร,-0.02,0.087,0.0,0.107,0.058
ท้องฟ้า,0.754,0.749,0.0,0.0,0.501
สภาพนำยิ่งยวด,0.0,0.77,0.0,0.744,0.505
สิทธิโดยชอบธรรม,0.924,0.968,0.0,0.876,0.923
ความเจริญรุ่งเรืองทางเศรษฐกิจ,0.045,0.0,0.0,0.088,0.044
แน่นอน,0.046,0.394,-0.042,0.589,0.329
อยู่กับที่,0.0,0.536,0.0,0.484,0.34
คนชั่ว,-0.253,0.0,0.16,-0.29,-0.234
กระบวนการทางเคมี,-0.02,-0.01,-0.07,-0.12,-0.067
โรคออทิซึม,-0.91,0.0,0.508,-0.89,-0.769
ค่าแรงขั้นต่ำ,0.0,0.923,0.0,0.0,0.308
การปรับพฤติกรรม,0.677,-0.69,0.0,0.562,0.643
คนเชิดหุ่น,0.0,0.0,-0.75,-0.73,-0.493
ได้ข่าว,0.0,0.0,0.0,0.097,0.032
ซักรีด,0.832,0.0,0.0,0.888,0.573
แกว่งไกว,0.12,0.0,0.0,0.0,0.04
ออร์แกเนลล์,0.721,0.955,0.0,0.0,0.559
ล้อจักรยาน,0.0,-0.09,0.044,0.055,0.034
วงศ์ตระกูล,0.0,0.269,-0.17,0.182,0.094
กรวด,-0.74,0.0,0.709,0.0,-0.483
รก,0.919,-1.0,0.0,0.0,0.64
การก่อตั้ง,0.078,0.082,-0.035,0.098,0.074
ส่งสัญญาณ,0.053,0.071,-0.05,0.124,0.066
พักฟื้น,0.0,0.877,0.0,0.0,0.292
มูลฐาน,0.0,0.0,0.795,-0.75,-0.515
นักต้มตุ๋น,0.692,-0.615,0.0,0.826,0.711
ขนมปังกรอบ,-0.463,-0.035,0.381,-0.32,-0.376
เป็นรูปธรรม,0.0,0.127,-0.04,0.194,0.094
ของเก๊,-0.09,0.156,0.661,-0.65,-0.415
มีค่า,-0.017,0.302,-0.292,0.034,0.009
การถอนสายบัว,0.937,0.847,0.0,0.0,0.595
ทำลายล้าง,-0.1,0.0,-0.11,-0.04,-0.083
สนุกสนาน,0.775,0.469,-0.033,0.168,0.46
เชิงลบ,-0.04,0.171,0.0,0.194,0.108
หัวดื้อ,-0.41,0.0,0.14,-0.59,-0.38
ความเอียง,0.12,0.0,0.0,0.0,0.04
แร็กเกต,0.0,0.0,0.845,-0.99,-0.612
แพทย์ผดุงครรภ์,0.738,-0.53,0.0,0.856,0.708
สารสังเคราะห์,-0.71,0.0,-0.85,0.0,-0.52
อย่างตั้งใจ,-0.95,0.0,-0.77,0.0,-0.573
ยโส,-0.465,0.0,0.141,-0.64,-0.415
คล้อย,-0.092,0.231,-0.118,0.124,0.048
กีดกัน,-0.32,0.089,-0.077,-0.226,-0.178
ประจุไฟฟ้า,0.172,0.399,-0.2,0.227,0.199
น้ำเหลือง,0.851,0.706,0.0,0.0,0.519
ตะกอน,-0.304,0.038,0.488,0.092,-0.221
จุดยืน,-0.011,0.312,0.007,0.295,0.196
แอมโมเนีย,0.0,0.0,-0.05,-0.07,-0.04
ในทันที,0.962,-0.023,0.0,0.0,0.328
ความอิจฉา,-0.5,0.0,0.397,-0.33,-0.409
ค่าเบี้ยเลี้ยง,0.924,0.968,0.0,0.876,0.923
หน่วยเงิน,0.0,0.096,0.072,0.088,0.037
ดัชนีราคา,0.538,-0.8,0.0,0.517,0.618
แร่ธาตุ,0.555,-0.99,0.0,0.851,0.799
ห่มจีวร,0.71,0.948,0.0,0.0,0.553
ไส้ดินสอ,0.278,-0.335,0.012,0.448,0.35
วัวตัวผู้,0.0,0.0,0.807,-0.8,-0.536
เกี่ยวกับอาหาร,-0.82,0.0,-0.79,0.0,-0.537
ยากไร้,-0.56,0.0,-0.49,-0.09,-0.38
ประชาสัมพันธ์,0.832,0.863,0.0,0.0,0.565
แก่นตะวัน,0.035,0.104,0.0,0.12,0.086
ผักโขม,0.925,-0.79,0.0,0.0,0.572
ที่จริง,-0.72,0.0,0.752,-0.81,-0.761
แรงดึง,0.399,0.394,0.0,-0.11,0.228
การดู,-0.04,0.11,0.0,0.116,0.062
บริษัทอุตสาหกรรม,0.05,0.145,0.0,0.174,0.123
จอดรถ,0.026,0.0,0.0,0.073,0.033
แรกเกิด,-0.97,0.0,0.977,-0.93,-0.959
คำลงท้าย,-0.55,0.0,0.912,-0.5,-0.654
ผลไม้,0.0,0.141,0.01,0.115,0.082
ตื้นเขิน,-0.05,-0.02,-0.07,0.0,-0.033
พยาน,-0.05,0.173,-0.09,0.111,0.048
พุทธศาสนา,0.063,0.099,0.0,0.119,0.094
เลขประจำตัว,-0.85,0.0,0.605,-0.73,-0.728
โครมาโทกราฟี,0.838,-0.61,0.0,0.556,0.668
คมชัด,0.447,-0.375,0.025,0.324,0.374
ให้กำลังใจ,0.703,0.534,-0.21,0.243,0.423
นิวเคลียร์,-0.03,-0.03,-0.05,-0.2,-0.083
ตอบรับ,0.432,0.133,-0.018,0.688,0.412
ตาก,0.023,0.0,-0.465,-0.402,-0.281
พัฒนา,0.143,0.051,-0.102,0.406,0.166
ชาวบ้าน,0.9,-0.51,0.0,0.836,0.749
พริกหยวก,0.1,0.0,0.0,0.0,0.033
เรือใบ,0.337,-0.384,-0.04,0.494,0.392
เมืองจีน,-0.76,0.0,0.692,-0.84,-0.764
มะฮอกกานี,0.0,-0.07,0.0,0.0,0.023
ทำกับข้าว,0.04,0.0,0.0,0.067,0.036
ฟองน้ำ,0.865,-0.92,0.0,0.888,0.891
ยกระดับ,-0.06,0.113,-0.09,0.131,0.031
ละทิ้งหน้าที่,-0.56,0.0,0.917,-0.88,-0.786
ใส่เครื่องเทศ,0.724,0.755,0.0,0.853,0.777
เชอรี่,0.02,-0.05,0.0,0.0,0.023
โจ่งแจ้ง,0.003,0.095,-0.297,-0.207,-0.135
บ๊วย,0.033,0.158,-0.06,0.145,0.092
ทำตัว,0.754,0.0,0.0,0.861,0.538
เสียงไก่ขัน,-0.03,-0.02,0.027,-0.1,-0.046
บ้านเดิม,0.0,-0.06,0.0,0.0,0.02
ผู้สร้าง,0.0,0.233,-0.07,0.113,0.092
ไก่ฟ้า,0.567,-0.93,0.0,0.659,0.719
การพยากรณ์,0.958,-0.5,0.0,0.527,0.662
ความถนัด,0.313,0.084,-0.032,0.345,0.237
ชื้น,0.182,0.133,0.05,-0.076,0.063
วิถีชีวิต,0.0,0.095,0.0,0.05,0.048
แก่ง,-0.89,0.0,-0.85,0.0,-0.58
สาธารณรัฐ,0.041,0.106,0.0,0.054,0.067
กลาย,0.347,0.262,0.0,0.405,0.338
จดสิทธิบัตร,0.0,0.76,0.0,0.923,0.561
เต็มดวง,0.0,0.0,0.0,0.1,0.033
แท่น,0.104,0.136,-0.105,0.14,0.092
รักษาไว้,-0.24,0.114,0.398,-0.322,-0.282
หั่น,0.012,0.057,0.0,0.128,0.066
ปุ่มกระสัน,0.0,-0.89,0.0,0.874,0.588
กินเลี้ยง,0.084,-0.05,0.0,-0.04,0.031
ทันสมัย,0.686,-0.77,0.0,0.797,0.751
ความหงุดหงิด,-0.475,0.0,0.792,-0.895,-0.721
ห้องเก็บของ,0.034,0.016,0.0,0.084,0.045
เลี้ยวขวา,-0.78,0.0,0.701,-0.78,-0.754
หมูหริ่ง,0.0,0.0,-0.95,-0.81,-0.587
ห้องนิรภัย,0.02,0.205,0.0,0.0,0.075
เวกเตอร์,-0.04,0.097,0.06,0.146,0.048
หมากล้อม,0.829,0.715,0.0,0.0,0.515
ทำให้เดือดดาล,-0.12,0.13,0.647,-0.64,-0.426
ทรายแป้ง,-0.98,0.0,0.0,-0.73,-0.57
โทรเลข,0.512,0.399,0.0,0.04,0.317
ผู้ดำเนินการ,0.0,0.15,-0.323,-0.118,-0.097
ส่วนท้องถิ่น,0.123,0.19,-0.11,0.183,0.129
ปลิว,0.0,0.0,0.865,-0.95,-0.605
รัศมี,0.598,0.469,0.0,0.385,0.484
การปรับปรุง,0.523,0.112,-0.07,0.704,0.423
มิวสิค,0.937,0.0,0.0,0.0,0.312
ข้อศอก,0.0,0.0,-0.06,-0.07,-0.043
การรักษาสันติภาพ,0.068,0.139,-0.09,0.191,0.103
ใหญ่หลวง,0.268,-0.385,0.003,0.619,0.423
สุขภาพจิต,0.178,-0.02,0.072,0.138,0.088
ไม่สุภาพ,0.584,-0.59,0.0,0.753,0.642
ทำให้น้อยลง,0.951,-0.8,0.0,0.501,0.751
ทำให้เชื่อมั่น,0.127,0.069,0.029,0.16,0.109
ความพยายาม,-0.159,0.187,-0.011,-0.172,-0.052
ภาระติดพัน,-0.19,0.396,0.146,0.124,0.061
ขณะ,0.8,-0.395,0.0,0.954,0.716
การให้การเท็จ,0.0,0.0,-0.86,-0.71,-0.523
เปี๊ยก,-0.363,0.0,-0.08,-0.34,-0.261
มีกลิ่นเหม็น,0.867,0.0,0.0,0.998,0.622
กระเด้ง,0.793,0.915,0.0,0.0,0.569
เปิดกว้าง,-0.04,0.12,-0.04,0.128,0.056
หิวโหย,-0.8,0.0,-0.37,-0.365,-0.512
ห้องขัง,0.013,0.082,0.0,0.0,0.032
มะขาม,0.859,0.917,0.0,0.0,0.592
ต่อย,-0.06,-0.018,0.164,-0.21,-0.139
รอ,-0.02,0.0,0.0,-0.08,-0.033
อนุญาต,-0.094,-0.187,0.245,0.286,0.045
แหล่งที่มา,0.0,0.178,0.0,0.133,0.104
เกษตร,0.563,-0.72,0.0,0.644,0.642
รถไฟ,0.781,-0.72,0.0,0.587,0.696
การปรับเปลี่ยน,0.0,0.898,0.0,0.948,0.615
คนหูหนวก,-0.815,0.0,0.495,-0.355,-0.555
ความรอบคอบ,-0.267,0.587,0.217,-0.052,0.017
มะเดื่อ,0.71,0.99,0.0,0.0,0.567
ไม้กระบอง,0.202,-0.04,0.0,0.0,0.081
เขียนโปรแกรม,0.715,0.617,-0.23,0.329,0.477
คำนึงถึง,-0.05,0.331,-0.15,0.235,0.122
จดหมาย,0.42,0.424,0.0,0.04,0.295
ตระหง่าน,0.618,0.533,0.0,0.615,0.589
การพูดคุย,-0.56,0.0,0.763,-0.945,-0.756
เครื่องเหล็ก,0.024,0.108,0.0,0.144,0.092
เวชกรรม,0.0,0.772,0.0,0.91,0.561
ขัดขืน,-0.54,0.0,0.815,-0.83,-0.728
จิก,0.0,0.034,0.358,-0.46,-0.261
อ่อนแรง,-0.99,0.0,-0.74,0.0,-0.577
หิมะตก,0.842,0.979,0.0,0.0,0.607
อาหารสมอง,0.476,0.0,0.0,0.503,0.326
ส่งเสริม,0.092,0.123,-0.06,0.187,0.114
ระบบนิเวศ,0.0,0.066,0.048,0.08,0.033
พุ่งชน,-0.07,-0.02,-0.055,-0.07,-0.058
ซักแห้ง,0.761,0.0,0.0,0.972,0.578
เทพเจ้า,0.0,0.0,0.0,0.844,0.281
สะกด,-0.05,0.0,-0.04,0.0,-0.03
ให้ที่พักพิง,0.035,0.11,-0.04,0.107,0.071
มื้อเย็น,0.044,0.08,0.0,-0.03,0.031
ภูมิใจ,0.811,0.611,-0.12,0.568,0.623
กระทุ้ง,0.484,0.499,-0.5,-0.5,-0.006
กระติกน้ำ,0.619,-0.83,0.0,0.912,0.787
เสื้อคลุม,-0.3,0.0,0.776,-0.818,-0.631
พ่อหนุ่ม,0.028,0.468,-0.045,0.426,0.292
อวน,0.0,0.0,0.806,-0.99,-0.599
คนป่าเถื่อน,-0.63,0.0,0.796,-0.77,-0.732
บุตร,-0.008,0.326,-0.021,0.311,0.203
คอลเลคชั่น,0.0,0.188,-0.08,0.137,0.082
ชาวเขา,0.0,0.076,0.0,0.063,0.046
ฟิวส์,0.13,0.097,-0.07,0.198,0.118
นักร้องหญิง,0.214,0.0,0.313,-0.27,-0.123
การตกแต่งภายใน,-0.02,0.0,-0.04,-0.03,-0.03
เซียนพนัน,-0.78,0.0,0.944,-0.51,-0.745
ประวัติย่อ,0.0,0.189,0.04,0.091,0.08
ศิลาจารึก,-0.09,0.0,-0.11,0.0,-0.067
จมน้ำ,-0.73,0.0,0.0,-0.79,-0.507
สินสอด,-0.05,0.215,-0.08,0.293,0.126
วิเศษณ์,0.0,0.156,-0.06,0.241,0.112
พรวด,0.05,-0.267,0.304,-0.26,-0.082
แม้ว่า,-0.11,0.188,0.608,-0.63,-0.387
ช็อต,-0.62,-0.027,0.509,-0.68,-0.594
เดิน,0.401,-0.29,-0.025,0.27,0.312
การบริการ,0.878,-0.94,0.0,0.75,0.856
ทำให้เปียก,-0.02,-0.02,0.076,-0.05,-0.042
ฐานะทางสังคม,0.829,-0.82,0.0,0.986,0.878
ทรราช,0.0,0.0,0.97,0.0,-0.323
เล่นดนตรี,0.942,-0.58,0.0,0.54,0.687
ชุบ,0.914,-0.73,0.0,0.0,0.548
รายงานพิเศษ,-0.07,0.207,-0.05,0.228,0.105
ความท้อใจ,-0.9,0.0,0.0,-0.78,-0.56
สีผิว,-0.66,0.0,0.782,-0.52,-0.654
การเกษียณอายุ,0.706,0.865,0.0,0.0,0.524
เคาะ,0.052,-0.207,-0.017,0.092,0.111
รูประฆัง,0.034,0.0,0.01,0.087,0.037
มนุษยนิยม,-0.022,-0.27,0.418,0.097,-0.024
ส่งออก,0.737,0.919,0.0,0.0,0.552
สเป๊กตรั้ม,-0.07,0.078,0.0,0.078,0.029
ทำให้กลัว,-0.592,0.031,-0.292,-0.487,-0.447
เทป,0.875,0.972,0.0,0.0,0.616
ผู้คน,0.092,0.114,0.0,0.108,0.105
มือใหม่,0.0,0.0,0.071,0.0,-0.024
นามปากกา,0.0,0.491,-0.38,0.007,0.039
ลบออก,0.292,0.328,-0.09,0.262,0.264
ตีบ,-0.9,0.0,0.0,-0.89,-0.597
กางเกงชั้นใน,-0.73,0.0,0.997,-0.86,-0.862
นักเลง,-0.475,0.0,0.753,-0.76,-0.663
หลานชาย,0.948,0.829,0.0,0.0,0.592
ความพึงพอใจ,0.788,0.592,-0.2,0.342,0.507
ภาษาจีน,-0.76,0.0,0.692,-0.84,-0.764
ทางจิตวิทยา,0.0,0.0,0.886,-0.76,-0.549
ไม่ได้ผล,-0.57,0.0,0.635,-0.708,-0.638
พื้นผิว,-0.95,0.0,0.0,-0.71,-0.553
งานรื่นเริง,0.138,-0.11,-0.06,0.068,0.085
บริษัทผู้ถือหุ้น,0.59,-0.75,0.0,0.543,0.628
ห้องว่าง,-0.88,0.0,-0.92,0.0,-0.6
เปิดผนึก,-0.02,-0.37,-0.02,0.515,0.282
พระราชา,0.044,0.095,0.0,0.083,0.074
ผู้ประกาศข่าว,0.41,0.166,-0.09,0.543,0.343
ผลคูณ,0.0,0.243,0.0,0.218,0.154
ยก,0.341,0.363,-0.057,0.096,0.248
การจิบ,0.108,0.1,0.0,0.109,0.106
อย่างภูมิใจ,0.8,0.588,-0.2,0.349,0.512
อัตนัยนิยม,-0.98,0.0,0.891,-0.6,-0.824
ขบวน,0.0,0.0,-0.04,-0.07,-0.037
เพดานปาก,0.714,0.931,0.0,0.0,0.548
ตอนนี้,0.863,-0.55,0.0,0.653,0.689
ผลบวก,0.027,0.216,-0.05,0.176,0.123
ประกอบด้วย,0.039,0.189,-0.107,0.316,0.146
ผ้าเช็ดหน้า,0.024,0.157,0.018,0.145,0.103
หรรษา,0.918,0.476,-0.19,0.417,0.54
โขยก,0.013,0.023,-0.243,-0.152,-0.12
ฟ้าผ่า,0.0,0.0,-0.07,-0.06,-0.043
หมดเวลา,-0.33,-0.03,-0.26,-0.14,-0.233
ตุ๊กตุ่น,0.0,-0.08,0.0,0.0,0.027
ลดน้ำหนัก,-0.12,-0.05,0.0,-0.13,-0.067
สาดน้ำ,-0.8,0.0,0.962,-0.55,-0.771
ผู้อ่าน,0.515,-0.8,0.0,0.791,0.702
ความสามัคคี,0.256,0.299,-0.04,0.522,0.346
ยืนตรง,0.969,-0.54,0.0,0.662,0.724
ชาวคริสต์,0.795,0.0,0.0,0.724,0.506
อากัปกิริยา,0.101,0.237,-0.23,0.236,0.115
สังคมชั้นสูง,0.092,0.112,-0.08,0.052,0.059
สารตะกั่ว,0.524,-0.75,0.0,0.828,0.701
คนชั้นต่ำ,0.0,0.233,-0.07,0.113,0.092
นิติกร,0.0,0.124,0.0,0.06,0.061
ได้ผล,0.015,0.0,0.292,0.036,-0.08
ขาดแคลน,-0.29,0.0,0.95,-0.77,-0.67
การตำหนิ,-0.46,0.0,0.167,-0.41,-0.346
เขียง,-0.71,0.0,0.954,-0.56,-0.741
ขี้ผง,-0.344,0.255,0.53,-0.493,-0.371
ก่อตั้ง,0.036,0.127,0.019,0.225,0.123
อาศัยอยู่,0.071,0.115,-0.08,0.167,0.091
การแพร่พันธุ์,0.0,0.0,-0.15,0.0,-0.05
อาการเคล็ด,-0.83,0.0,0.509,-0.84,-0.726
ล่วง,0.577,0.553,0.0,0.918,0.683
กรอก,0.297,-0.253,-0.06,0.424,0.305
มวลรวม,-0.04,0.258,0.0,0.156,0.125
ทดแทน,-0.01,0.208,-0.008,0.216,0.135
วีซ่า,0.029,0.177,-0.1,0.188,0.098
พ.อ.,0.045,0.0,0.0,0.088,0.044
อูฐ,0.744,0.761,0.0,0.0,0.502
เผา,0.009,-0.005,-0.07,-0.09,-0.049
ทศวรรษ,-0.88,0.0,0.0,-0.78,-0.553
การกระทำ,0.0,0.862,0.0,0.777,0.546
ผงกะหรี่,0.979,-0.85,0.0,0.0,0.61
พูดโกหก,0.0,0.0,-0.75,-0.78,-0.51
เกิด,0.821,0.267,0.0,0.627,0.572
ดัชนีค่าครองชีพ,0.538,-0.8,0.0,0.517,0.618
จุดโฟกัส,0.088,0.149,0.0,0.107,0.115
กามโรค,-0.83,0.0,-0.81,-0.84,-0.827
การหลอมรวม,0.0,0.982,0.0,0.847,0.61
สถานีรถไฟใต้ดิน,0.025,0.136,0.0,0.0,0.054
นอกจาก,-0.25,0.0,-0.17,-0.08,-0.167
ความกดดัน,-0.437,0.11,-0.037,-0.083,-0.149
ขุนศึก,-0.8,0.0,0.826,-0.62,-0.749
ทะเลาะกัน,-0.85,0.0,0.873,-0.96,-0.894
เตรียมตัว,-0.106,0.416,0.36,-0.375,-0.142
หินอ่อน,0.0,0.077,0.039,0.154,0.064
สาป,-0.2,0.109,-0.15,-0.09,-0.11
คลังแสง,0.405,-0.46,-0.045,-0.095,0.242
อาบ,-0.6,0.0,0.992,-0.94,-0.844
น้ำท่วม,-0.32,-0.375,-0.132,-0.93,-0.336
การหล่อลื่น,0.0,0.0,-0.06,0.0,-0.02
ผู้ชำนาญการพิเศษ,0.0,0.801,0.0,0.966,0.589
พระราชาคณะ,0.031,0.272,0.0,0.231,0.178
ไฮดรอกไซด์,0.032,-0.02,-0.04,-0.08,-0.023
มิตรภาพ,0.73,-0.76,0.0,0.817,0.769
สโลแกน,0.06,0.181,-0.08,0.231,0.131
ทันตแพทยศาสตร์,-0.03,0.079,0.024,0.091,0.039
นมถั่วเหลือง,0.0,0.083,0.0,0.0,0.028
เชี่ยวชาญ,0.426,0.826,0.0,0.401,0.551
อิสระ,0.732,0.106,0.0,0.731,0.523
กลั่นแกล้ง,-0.433,0.054,0.339,-0.697,-0.472
คำรับรอง,0.036,0.292,0.0,0.337,0.222
กรรตุการก,0.843,-0.6,0.0,0.97,0.804
รุ่น,0.001,0.35,0.006,0.359,0.235
เมื่อ,0.082,0.191,0.0,0.198,0.157
อย่างช้า,-0.74,0.0,0.898,0.0,-0.546
เริ่มต้น,-0.006,0.181,-0.172,0.341,0.115
วันเลือกตั้ง,0.0,0.156,-0.15,0.179,0.062
โอนสิทธิ,0.0,0.0,0.0,0.752,0.251
แยกตัว,0.0,0.0,-0.87,-0.84,-0.57
นักว่ายน้ำ,0.0,0.0,-0.05,-0.07,-0.04
ปีติยินดี,0.643,0.64,-0.24,0.3,0.448
ความเพ้อฝัน,0.737,0.898,0.0,0.35,0.662
แบ่งแยก,-0.883,0.0,0.492,-0.877,-0.751
ข้าวโพดคั่ว,0.0,-0.04,-0.05,-0.1,-0.037
จอดเทียบ,0.0,0.0,0.027,-0.04,-0.022
เหนื่อยล้า,0.0,0.0,0.933,-0.86,-0.598
ชาวประมง,0.073,-0.02,0.0,0.0,0.031
การผ่าตัด,-0.095,0.024,-0.09,-0.075,-0.079
เศรษฐีใหม่,-0.95,0.0,0.772,-0.89,-0.871
รุม,-0.019,0.168,-0.012,-0.011,0.042
ปัสสาวะ,-0.226,0.017,-0.228,0.003,-0.145
บ้านเกิด,0.294,0.29,0.0,0.0,0.195
การผลิตจำนวนมาก,0.086,0.077,0.026,0.117,0.085
ใจกล้า,0.481,0.663,-0.25,0.24,0.378
บ้านไร่,0.053,0.094,0.0,0.136,0.094
ผู้สอนศาสนา,0.0,0.256,-0.05,0.206,0.137
ถุงน่อง,0.0,-0.02,0.438,-0.52,-0.313
เศษผ้า,-0.075,0.096,0.282,-0.25,-0.17
การจัดหมู่,0.03,0.215,-0.06,0.18,0.122
ข้อยกเว้น,-0.04,0.234,-0.1,0.263,0.119
ทางศีลธรรม,-0.65,0.0,0.683,-0.72,-0.684
รัฐบุรุษอาวุโส,0.838,-0.58,0.0,0.945,0.788
ผู้ใช้แรงงาน,0.0,0.0,0.0,-0.07,-0.023
ธุระ,-0.061,0.308,0.038,0.189,0.133
อาการท้องเสีย,-0.89,0.0,0.925,-0.58,-0.798
นักสังคมนิยม,0.863,0.715,0.0,0.0,0.526
กระชอน,0.046,-0.66,0.0,0.365,0.357
ความศิวิไลซ์,0.0,0.821,0.0,0.923,0.581
ศีลมหาสนิท,0.816,0.0,0.0,0.752,0.523
มือถือสมาร์ทโฟน,0.807,0.954,0.0,0.0,0.587
ซิฟิลิส,0.0,0.0,-0.82,-0.97,-0.597
การคาดคะเน,0.462,-0.235,-0.03,0.455,0.374
ไต้ฝุ่น,-0.02,0.0,0.0,-0.08,-0.033
คำตักเตือน,-0.11,-0.01,0.0,-0.08,-0.06
ตกใจ,-0.54,0.0,0.402,-0.06,-0.334
พรรคประชาชน,0.092,0.114,0.0,0.108,0.105
ยานอนหลับ,-0.44,0.0,-0.82,-0.435,-0.565
ความจน,-0.365,0.0,0.436,-0.97,-0.59
อย่างน่าสงสาร,-0.445,0.079,0.33,-0.785,-0.494
ความไม่สามารถ,-0.82,0.0,0.899,-0.92,-0.88
ตกสะเก็ด,-0.99,0.0,0.0,-0.84,-0.61
เครื่องปรุง,-0.523,0.0,0.525,-0.461,-0.503
เดินทางกลับบ้าน,0.0,-0.06,0.0,0.0,0.02
หนุ่มสาว,0.966,0.0,0.0,0.802,0.589
จดจ่อ,-0.02,0.304,-0.05,0.279,0.171
รถเก๋ง,-0.05,0.0,0.0,-0.12,-0.057
ถนัดซ้าย,0.886,0.019,0.0,0.0,0.302
เวรกรรม,-0.084,-0.01,0.174,-0.015,-0.088
อินเดียม,-0.05,0.0,0.031,-0.03,-0.037
ความชั่ว,0.0,0.0,-0.7,-0.82,-0.507
ตรวจอย่างละเอียด,-0.08,0.0,0.011,-0.04,-0.044
จ้องมอง,0.202,0.319,-0.18,-0.168,0.058
แมวดาว,-0.79,0.0,0.667,-0.66,-0.706
